run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
87,3.19,0.51,5.43,1.97,0.05,0.02,78,70,20,"Win-Shift Lose-Stay: D|Cycler DC|Cooperator|Evolved HMM 5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|GTFT: 0.33|Meta Winner: 19 players|Evolved FSM 16|Soft Joss: 0.9|Tit For 2 Tats|Alternator|Random: 0.5|Suspicious Tit For Tat|Bully|Defector|Grudger|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5"
88,4.63,2.0,4.81,4.19,0.02,0.1,51,74,4,Bully|Meta Mixer: 3 players|Evolved HMM 5|Tit For Tat
89,4.07,1.42,4.35,1.54,0.1,0.04,73,48,12,"Anti Tit For Tat|Alternator|Win-Stay Lose-Shift|Evolved HMM 5|Cooperator|GTFT: 0.33|Evolved FSM 16|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Tit For 2 Tats|Soft Joss: 0.9"
90,3.2,0.69,4.81,1.72,0.01,0.1,71,83,10,Alternator|Win-Shift Lose-Stay: D|Tit For 2 Tats|Tit For Tat|Soft Joss: 0.9|Meta Mixer: 9 players|GTFT: 0.33|Cycler DC|Win-Stay Lose-Shift|Grudger
91,2.82,0.39,5.15,1.65,0.07,0.05,30,104,19,"Win-Stay Lose-Shift|Cooperator|Meta Winner: 18 players|Grudger|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Soft Joss: 0.9|Evolved HMM 5|Evolved FSM 16|Defector|Suspicious Tit For Tat|Tit For 2 Tats|Win-Shift Lose-Stay: D|Random: 0.5|Anti Tit For Tat|GTFT: 0.33"
92,4.0,1.77,5.36,3.36,0.05,0.04,82,29,4,"ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Evolved HMM 5"
93,4.41,2.4,5.36,2.67,0.04,0.01,26,132,16,"Soft Joss: 0.9|Evolved HMM 5|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 15 players|Win-Stay Lose-Shift|Alternator|Suspicious Tit For Tat|Cycler DC|Random: 0.5|Grudger|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Tit For 2 Tats|GTFT: 0.33"
94,4.0,0.45,4.14,1.1,0.08,0.08,92,108,14,"Tit For 2 Tats|Soft Joss: 0.9|Meta Winner: 13 players|Evolved FSM 16|Bully|Cycler DC|Grudger|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Evolved HMM 5|DoubleCrosser: (D, D)|Cooperator"
95,4.78,2.18,5.67,4.7,0.07,0.04,58,59,10,"Soft Joss: 0.9|Grudger|Cycler DC|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Cooperator|Anti Tit For Tat|Tit For 2 Tats|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5"
96,3.27,1.35,4.13,2.01,0.09,0.02,15,103,17,"Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Anti Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Cooperator|DoubleCrosser: (D, D)|Grudger|Random: 0.5|Defector|Tit For 2 Tats|GTFT: 0.33|Soft Joss: 0.9|Bully|Evolved HMM 5"
97,3.84,0.54,5.11,3.09,0.07,0.06,16,89,15,"ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|DoubleCrosser: (D, D)|Evolved FSM 16|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|Bully|Random: 0.5|Win-Shift Lose-Stay: D|Tit For Tat|Cooperator|Meta Mixer: 14 players|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9"
98,5.3,3.31,5.61,3.42,0.06,0.01,41,66,9,GTFT: 0.33|Meta Mixer: 8 players|Bully|Soft Joss: 0.9|Grudger|Evolved FSM 16|Suspicious Tit For Tat|Alternator|Cycler DC
99,4.2,1.79,4.42,1.97,0.02,0.02,25,192,18,"Tit For Tat|Evolved FSM 16|Suspicious Tit For Tat|Tit For 2 Tats|Meta Winner: 16 players|GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 16 players|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Cycler DC|Random: 0.5|Grudger|Evolved HMM 5|Cooperator|DoubleCrosser: (D, D)"
100,4.16,2.08,4.2,2.48,0.09,0.04,62,12,21,"Tit For Tat|Cycler DC|Alternator|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Bully|Cooperator|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Random: 0.5|Grudger|Meta Winner: 19 players|Meta Mixer: 19 players|Tit For 2 Tats|Soft Joss: 0.9|GTFT: 0.33|Anti Tit For Tat|Evolved HMM 5"
101,3.29,1.12,4.57,2.6,0.09,0.02,22,135,7,"Tit For Tat|Suspicious Tit For Tat|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Grudger|ZD-GTFT-2: 0.25, 0.5"
102,3.74,1.51,4.49,1.82,0.01,0.1,93,195,4,"Bully|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Random: 0.5"
103,4.25,2.44,4.87,2.84,0.01,0.05,15,59,9,"Evolved HMM 5|Random: 0.5|Win-Shift Lose-Stay: D|Anti Tit For Tat|Bully|Evolved FSM 16|Meta Winner: 8 players|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)"
104,4.53,2.31,4.63,3.07,0.07,0.04,19,77,8,"Evolved HMM 5|Tit For Tat|Meta Winner: 7 players|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Evolved FSM 16|Random: 0.5"
105,3.3,1.44,4.15,2.41,0.1,0.03,91,70,17,"Random: 0.5|Tit For Tat|Grudger|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|DoubleCrosser: (D, D)|Defector|GTFT: 0.33|Win-Stay Lose-Shift|Soft Joss: 0.9|Suspicious Tit For Tat|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Cooperator|Meta Winner: 16 players|Alternator"
106,2.94,0.2,4.62,1.52,0.02,0.04,81,132,16,"Cooperator|Alternator|Bully|Grudger|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|GTFT: 0.33|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Meta Mixer: 14 players|Cycler DC|Soft Joss: 0.9|Random: 0.5|Anti Tit For Tat|Meta Winner: 14 players|Evolved HMM 5"
107,4.03,1.97,4.6,2.09,0.07,0.05,88,51,17,"Cooperator|Cycler DC|Win-Stay Lose-Shift|Alternator|Tit For 2 Tats|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|DoubleCrosser: (D, D)|Defector|Tit For Tat|Soft Joss: 0.9|Suspicious Tit For Tat|Bully|Meta Mixer: 16 players|Win-Shift Lose-Stay: D|Grudger"
108,4.11,2.58,5.09,2.71,0.05,0.07,66,75,5,"DoubleCrosser: (D, D)|Meta Winner: 3 players|Random: 0.5|Cycler DC|Meta Mixer: 3 players"
109,2.66,0.53,4.61,1.26,0.04,0.04,86,123,21,"Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Meta Mixer: 19 players|Anti Tit For Tat|Grudger|Random: 0.5|Meta Winner: 19 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|GTFT: 0.33|Evolved FSM 16|Soft Joss: 0.9|Cooperator|Defector|Suspicious Tit For Tat|Bully|Evolved HMM 5|Cycler DC|Alternator"
110,4.02,2.85,5.13,2.95,0.03,0.08,23,3,6,"Win-Shift Lose-Stay: D|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 5 players"
111,3.03,0.11,5.0,1.05,0.04,0.1,24,187,7,"Grudger|Win-Stay Lose-Shift|GTFT: 0.33|Soft Joss: 0.9|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5"
112,2.1,0.04,4.13,1.78,0.03,0.01,31,190,10,"ZD-Extort-2: 0.1111111111111111, 0.5|Defector|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 9 players|GTFT: 0.33|DoubleCrosser: (D, D)|Soft Joss: 0.9|Cooperator|Tit For 2 Tats|Suspicious Tit For Tat"
113,4.07,1.85,5.59,3.45,0.04,0.02,24,68,18,"ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 17 players|GTFT: 0.33|Tit For 2 Tats|Evolved HMM 5|Cooperator|Grudger|Defector|DoubleCrosser: (D, D)|Tit For Tat|Win-Stay Lose-Shift|Bully|Cycler DC|Anti Tit For Tat|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Alternator|Win-Shift Lose-Stay: D"
114,3.52,0.42,5.11,1.35,0.05,0.01,55,3,18,"Cycler DC|Suspicious Tit For Tat|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|DoubleCrosser: (D, D)|GTFT: 0.33|Tit For Tat|Meta Mixer: 16 players|Grudger|Evolved HMM 5|Soft Joss: 0.9|Bully|Anti Tit For Tat|Meta Winner: 16 players|Alternator|Win-Stay Lose-Shift"
115,2.71,0.32,4.58,1.92,0.05,0.07,73,141,19,"Cooperator|Evolved HMM 5|Meta Winner: 17 players|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Grudger|Anti Tit For Tat|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Meta Mixer: 17 players|Evolved FSM 16|Suspicious Tit For Tat|Random: 0.5|GTFT: 0.33|Bully|Alternator|Soft Joss: 0.9|Win-Stay Lose-Shift"
116,4.21,2.4,4.7,2.41,0.08,0.02,85,177,14,"Evolved FSM 16|Meta Mixer: 13 players|DoubleCrosser: (D, D)|Defector|Cycler DC|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Alternator|Win-Stay Lose-Shift|Evolved HMM 5|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33"
117,4.29,1.12,4.34,1.96,0.1,0.05,96,25,7,"DoubleCrosser: (D, D)|Anti Tit For Tat|Win-Shift Lose-Stay: D|Cycler DC|Evolved HMM 5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5"
118,4.83,2.65,5.42,3.92,0.05,0.06,44,161,16,"Tit For 2 Tats|Soft Joss: 0.9|Bully|Evolved FSM 16|Meta Winner: 15 players|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Grudger|Defector|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Alternator|Anti Tit For Tat|GTFT: 0.33"
119,4.5,2.92,5.94,3.44,0.08,0.04,64,55,18,"Win-Shift Lose-Stay: D|GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 16 players|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Random: 0.5|Tit For 2 Tats|Defector|Evolved HMM 5|Alternator|Grudger|Anti Tit For Tat|Tit For Tat|Soft Joss: 0.9|Meta Winner: 16 players|Evolved FSM 16|Cooperator"
120,4.89,2.65,4.91,2.66,0.09,0.09,48,41,11,Bully|Meta Mixer: 9 players|Grudger|Win-Shift Lose-Stay: D|Meta Winner: 9 players|Evolved FSM 16|Defector|Alternator|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC
121,2.47,0.66,4.19,1.11,0.05,0.04,11,179,13,"Cooperator|DoubleCrosser: (D, D)|Cycler DC|Random: 0.5|Bully|Tit For Tat|Tit For 2 Tats|Anti Tit For Tat|Grudger|Evolved HMM 5|Soft Joss: 0.9|Meta Mixer: 12 players|Defector"
122,3.91,0.52,5.13,1.48,0.02,0.07,62,158,17,"Suspicious Tit For Tat|Bully|Cooperator|Cycler DC|Evolved FSM 16|Tit For 2 Tats|Grudger|Meta Winner: 15 players|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 15 players|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Anti Tit For Tat|GTFT: 0.33|Win-Stay Lose-Shift|Soft Joss: 0.9"
123,3.94,2.27,5.2,3.29,0.08,0.07,48,53,19,"Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Tit For 2 Tats|Win-Stay Lose-Shift|Anti Tit For Tat|Tit For Tat|Random: 0.5|Meta Winner: 17 players|Meta Mixer: 17 players|Cooperator|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Alternator|Bully|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Grudger"
124,4.11,1.46,5.72,2.14,0.08,0.1,19,5,21,"Bully|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Evolved FSM 16|Cycler DC|GTFT: 0.33|Grudger|Soft Joss: 0.9|Evolved HMM 5|Win-Stay Lose-Shift|Random: 0.5|Meta Mixer: 20 players|Defector|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Tit For Tat"
125,3.34,1.2,4.62,1.48,0.05,0.04,91,196,5,"Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Tit For Tat|Anti Tit For Tat|Bully"
126,4.47,1.58,4.53,3.18,0.05,0.01,82,43,14,"Defector|Win-Shift Lose-Stay: D|Cooperator|Evolved HMM 5|Evolved FSM 16|Tit For Tat|Alternator|Random: 0.5|DoubleCrosser: (D, D)|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 13 players"
127,4.84,1.61,5.11,3.84,0.03,0.04,50,70,5,"Evolved HMM 5|Grudger|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 4 players"
128,3.35,1.06,4.4,1.71,0.05,0.06,73,198,9,"ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Cycler DC|Alternator|DoubleCrosser: (D, D)|Evolved HMM 5|Meta Mixer: 8 players|Win-Shift Lose-Stay: D|Defector"
129,3.32,0.83,5.52,2.71,0.02,0.1,63,126,4,Cycler DC|Win-Shift Lose-Stay: D|Bully|Anti Tit For Tat
130,5.45,2.32,5.84,3.31,0.04,0.1,20,149,6,"ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Tit For 2 Tats|Bully|Anti Tit For Tat|DoubleCrosser: (D, D)"
131,3.51,1.01,5.85,3.09,0.05,0.02,35,35,21,"Cooperator|Cycler DC|Meta Winner: 19 players|Defector|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Suspicious Tit For Tat|Anti Tit For Tat|Win-Shift Lose-Stay: D|Evolved HMM 5|Evolved FSM 16|Tit For Tat|Meta Mixer: 19 players|Win-Stay Lose-Shift|Bully|Alternator|Grudger|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5"
132,4.05,1.77,5.03,1.79,0.0,0.04,67,143,20,"Tit For Tat|Cooperator|Soft Joss: 0.9|Meta Mixer: 18 players|Cycler DC|Evolved HMM 5|Alternator|Random: 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Grudger|Suspicious Tit For Tat|Defector|Meta Winner: 18 players|Win-Shift Lose-Stay: D|Evolved FSM 16|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5"
133,4.05,1.17,4.26,3.53,0.0,0.05,31,147,16,"Tit For 2 Tats|Random: 0.5|Alternator|Meta Winner: 15 players|DoubleCrosser: (D, D)|Defector|Grudger|Cooperator|Bully|Cycler DC|Evolved HMM 5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5"
134,3.07,0.13,4.59,2.14,0.03,0.01,35,165,19,"Tit For Tat|Meta Mixer: 17 players|ZD-GTFT-2: 0.25, 0.5|Alternator|Tit For 2 Tats|Grudger|Random: 0.5|Win-Shift Lose-Stay: D|Evolved FSM 16|Meta Winner: 17 players|Defector|Win-Stay Lose-Shift|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Bully|Anti Tit For Tat|Evolved HMM 5|DoubleCrosser: (D, D)"
135,3.71,1.15,5.62,1.97,0.02,0.02,41,169,10,"Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Tit For Tat|Tit For 2 Tats|Grudger|Defector|Bully|Cooperator|Win-Stay Lose-Shift"
136,3.95,1.22,4.64,2.06,0.07,0.04,82,145,7,"Evolved HMM 5|Suspicious Tit For Tat|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Defector|Evolved FSM 16"
137,2.12,0.03,4.08,1.67,0.05,0.03,88,52,7,"GTFT: 0.33|Defector|Meta Winner: 6 players|Anti Tit For Tat|Alternator|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5"
138,5.01,4.27,5.55,4.45,0.04,0.09,60,151,6,"GTFT: 0.33|Win-Stay Lose-Shift|Meta Winner: 5 players|Cycler DC|Defector|DoubleCrosser: (D, D)"
139,4.73,3.51,5.94,4.46,0.02,0.06,32,97,12,"Win-Stay Lose-Shift|Cycler DC|Defector|Alternator|Tit For 2 Tats|Anti Tit For Tat|Evolved FSM 16|Meta Winner: 11 players|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Cooperator"
140,2.75,0.99,4.16,1.56,0.1,0.08,95,164,13,Soft Joss: 0.9|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Tit For Tat|Bully|Grudger|Cycler DC|Tit For 2 Tats|Anti Tit For Tat|Random: 0.5|Meta Mixer: 12 players|GTFT: 0.33
141,3.13,0.22,4.99,2.16,0.05,0.09,93,195,10,"Defector|Soft Joss: 0.9|Bully|Anti Tit For Tat|Win-Stay Lose-Shift|Alternator|GTFT: 0.33|Cycler DC|Evolved HMM 5|DoubleCrosser: (D, D)"
142,5.79,2.58,5.88,2.62,0.09,0.07,65,168,8,"Evolved FSM 16|DoubleCrosser: (D, D)|Defector|Anti Tit For Tat|Cooperator|GTFT: 0.33|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5"
143,3.56,1.82,4.82,3.37,0.07,0.03,22,13,15,"Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Cycler DC|Anti Tit For Tat|Grudger|Alternator|Suspicious Tit For Tat|Meta Mixer: 13 players|Meta Winner: 13 players|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Tit For Tat|Cooperator"
144,3.05,0.06,4.74,1.38,0.04,0.03,44,145,4,Cycler DC|Meta Winner: 3 players|Cooperator|Bully
145,4.7,1.91,5.34,2.53,0.02,0.01,59,134,16,"ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Evolved HMM 5|Tit For Tat|Meta Mixer: 14 players|Win-Stay Lose-Shift|Bully|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Grudger|Alternator|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Meta Winner: 14 players|Tit For 2 Tats"
146,2.47,0.08,4.42,1.06,0.07,0.02,90,38,22,"Win-Shift Lose-Stay: D|GTFT: 0.33|Bully|Evolved FSM 16|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 20 players|DoubleCrosser: (D, D)|Cycler DC|Meta Winner: 20 players|Tit For Tat|Alternator|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Random: 0.5|Cooperator|Anti Tit For Tat|Soft Joss: 0.9|Evolved HMM 5|Grudger|Defector"
147,3.11,0.88,4.69,1.81,0.06,0.0,45,104,7,Evolved FSM 16|Meta Winner: 5 players|Tit For 2 Tats|Anti Tit For Tat|Meta Mixer: 5 players|GTFT: 0.33|Tit For Tat
148,3.0,0.57,4.1,1.54,0.03,0.08,49,72,18,"Meta Winner: 16 players|Cooperator|Tit For Tat|Cycler DC|Win-Stay Lose-Shift|Soft Joss: 0.9|GTFT: 0.33|Evolved HMM 5|Grudger|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Anti Tit For Tat|Meta Mixer: 16 players|Evolved FSM 16|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Defector"
149,5.05,2.23,5.52,4.33,0.02,0.03,74,104,7,"ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Alternator|Defector|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat"
150,4.1,1.63,4.55,2.57,0.01,0.0,57,126,22,"Soft Joss: 0.9|Defector|Random: 0.5|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|DoubleCrosser: (D, D)|Cycler DC|Evolved FSM 16|Anti Tit For Tat|Tit For 2 Tats|Alternator|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 20 players|Tit For Tat|Meta Winner: 20 players|Cooperator"
151,3.04,0.81,4.54,1.04,0.08,0.0,26,166,8,"Evolved FSM 16|Alternator|Tit For Tat|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9"
152,2.96,0.7,4.75,1.49,0.07,0.08,60,150,6,"Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Evolved HMM 5"
153,3.62,0.52,5.37,1.88,0.03,0.03,93,183,12,"Suspicious Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Anti Tit For Tat|Tit For 2 Tats|GTFT: 0.33|Random: 0.5|Bully|Grudger|Alternator|Soft Joss: 0.9"
154,3.92,1.91,4.69,3.0,0.05,0.09,55,130,12,"Defector|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 11 players|Win-Stay Lose-Shift|Cooperator|Random: 0.5|Cycler DC|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Bully"
155,4.14,2.06,4.45,2.32,0.04,0.06,69,31,18,"Anti Tit For Tat|Meta Mixer: 16 players|Evolved HMM 5|Evolved FSM 16|Bully|Random: 0.5|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 16 players|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Cycler DC|Grudger|Alternator|Tit For 2 Tats|DoubleCrosser: (D, D)|Defector"
156,2.72,0.85,4.16,2.7,0.01,0.05,36,195,8,"Evolved HMM 5|Defector|Random: 0.5|Bully|Cycler DC|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat"
157,3.37,0.54,4.86,1.01,0.07,0.1,51,194,19,"Suspicious Tit For Tat|Alternator|Meta Mixer: 17 players|Tit For Tat|Evolved HMM 5|Grudger|Win-Stay Lose-Shift|Bully|Anti Tit For Tat|Meta Winner: 17 players|Win-Shift Lose-Stay: D|Random: 0.5|Cycler DC|Soft Joss: 0.9|DoubleCrosser: (D, D)|Tit For 2 Tats|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33"
158,3.51,1.01,4.91,2.32,0.07,0.01,72,92,9,Defector|Tit For 2 Tats|Alternator|Tit For Tat|Evolved HMM 5|Cycler DC|Suspicious Tit For Tat|Grudger|Evolved FSM 16
159,3.81,0.92,4.07,1.72,0.0,0.1,94,28,3,"Anti Tit For Tat|Cooperator|DoubleCrosser: (D, D)"
160,3.65,0.43,4.41,1.02,0.01,0.05,89,156,7,"DoubleCrosser: (D, D)|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 6 players|Win-Stay Lose-Shift|Evolved HMM 5|Evolved FSM 16"
161,4.82,1.74,5.1,3.63,0.02,0.0,21,29,21,"Meta Winner: 19 players|Random: 0.5|Cycler DC|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Cooperator|Soft Joss: 0.9|Evolved FSM 16|GTFT: 0.33|Meta Mixer: 19 players|Tit For Tat|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Tit For 2 Tats|Alternator|Suspicious Tit For Tat|Anti Tit For Tat|Defector|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5"
162,2.84,1.13,4.34,1.81,0.09,0.01,53,47,6,Tit For 2 Tats|Meta Winner: 4 players|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Meta Mixer: 4 players|Random: 0.5
163,3.67,2.13,4.83,3.14,0.02,0.04,55,157,3,Meta Winner: 2 players|Cycler DC|Random: 0.5
164,3.45,0.56,4.19,1.61,0.07,0.04,81,157,4,"Alternator|Meta Mixer: 3 players|Defector|ZD-Extort-2: 0.1111111111111111, 0.5"
165,2.72,0.13,4.98,2.67,0.02,0.06,61,61,5,Soft Joss: 0.9|Evolved HMM 5|Bully|Random: 0.5|GTFT: 0.33
166,3.11,0.24,4.24,2.38,0.04,0.06,10,24,22,"Evolved FSM 16|Meta Mixer: 20 players|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Soft Joss: 0.9|Defector|Random: 0.5|Alternator|Cooperator|Tit For Tat|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|GTFT: 0.33|Meta Winner: 20 players|Evolved HMM 5|Bully|Grudger|Tit For 2 Tats|Cycler DC|Anti Tit For Tat"
167,3.16,1.1,5.1,1.23,0.05,0.08,62,28,11,"Evolved FSM 16|Suspicious Tit For Tat|Meta Mixer: 9 players|Cooperator|Tit For 2 Tats|Meta Winner: 9 players|Soft Joss: 0.9|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Grudger"
168,4.03,0.72,4.68,1.14,0.07,0.01,67,118,21,"ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Random: 0.5|Alternator|Meta Winner: 19 players|Anti Tit For Tat|DoubleCrosser: (D, D)|Evolved FSM 16|Win-Stay Lose-Shift|Tit For Tat|Win-Shift Lose-Stay: D|Bully|Soft Joss: 0.9|GTFT: 0.33|Grudger|Evolved HMM 5|Cooperator|Meta Mixer: 19 players|Tit For 2 Tats|Defector|ZD-GTFT-2: 0.25, 0.5"
169,3.73,0.72,4.84,2.89,0.04,0.03,47,116,7,"Cycler DC|DoubleCrosser: (D, D)|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|GTFT: 0.33|Suspicious Tit For Tat"
