run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
105,3.78,0.01,5.05,0.27,0.03,0.08,52,42,17,"Win-Shift Lose-Stay: D|Defector|Alternator|GTFT: 0.33|Win-Stay Lose-Shift|Random: 0.5|Evolved HMM 5|Tit For 2 Tats|Cooperator|Bully|Soft Joss: 0.9|Suspicious Tit For Tat|Meta Winner: 16 players|Cycler DC|DoubleCrosser: (D, D)|Evolved FSM 16|Grudger"
106,2.6,-0.98,5.91,1.45,0.07,0.07,17,171,6,Soft Joss: 0.9|Win-Stay Lose-Shift|Defector|Tit For 2 Tats|Meta Mixer: 5 players|Grudger
107,3.83,0.23,4.23,0.59,0.02,0.01,29,117,14,"DoubleCrosser: (D, D)|Evolved FSM 16|Random: 0.5|Suspicious Tit For Tat|Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Win-Stay Lose-Shift|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Mixer: 13 players|Soft Joss: 0.9|Defector|Alternator"
108,3.36,-0.02,4.88,1.43,0.09,0.04,17,117,7,"Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Anti Tit For Tat|Evolved FSM 16|GTFT: 0.33|Tit For 2 Tats"
109,2.04,-0.99,4.62,0.51,0.02,0.01,64,89,5,Evolved FSM 16|Anti Tit For Tat|Bully|Random: 0.5|Meta Mixer: 4 players
110,3.83,-0.84,4.9,0.75,0.1,0.09,27,168,14,Cooperator|Defector|Evolved FSM 16|Tit For 2 Tats|Cycler DC|Grudger|Meta Winner: 13 players|Alternator|Evolved HMM 5|Random: 0.5|Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|GTFT: 0.33
111,2.46,-0.69,4.76,0.92,0.02,0.09,24,9,16,"Meta Winner: 14 players|Alternator|Tit For Tat|Suspicious Tit For Tat|Bully|Anti Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 14 players|Evolved FSM 16|DoubleCrosser: (D, D)|Tit For 2 Tats|Cooperator|GTFT: 0.33|Win-Shift Lose-Stay: D|Evolved HMM 5|Soft Joss: 0.9"
112,3.51,-0.72,5.08,1.55,0.1,0.02,83,82,13,"Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Evolved HMM 5|Meta Winner: 11 players|Suspicious Tit For Tat|Evolved FSM 16|DoubleCrosser: (D, D)|Alternator|Win-Shift Lose-Stay: D|Meta Mixer: 11 players|Bully|Soft Joss: 0.9"
113,3.05,-0.18,4.76,1.39,0.03,0.02,78,122,10,"Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Soft Joss: 0.9|Anti Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Evolved HMM 5|Grudger"
114,2.49,0.29,4.27,0.41,0.09,0.08,21,138,9,"Anti Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats|Meta Winner: 8 players|Bully|Cooperator|Evolved FSM 16|DoubleCrosser: (D, D)|Win-Stay Lose-Shift"
115,3.12,0.74,5.45,0.96,0.03,0.1,11,55,9,Cooperator|Random: 0.5|Tit For Tat|Suspicious Tit For Tat|Tit For 2 Tats|Soft Joss: 0.9|Meta Winner: 8 players|Win-Shift Lose-Stay: D|Defector
116,2.76,-0.28,5.55,1.07,0.03,0.05,73,120,6,Random: 0.5|GTFT: 0.33|Suspicious Tit For Tat|Grudger|Meta Mixer: 5 players|Evolved FSM 16
117,3.73,-0.97,4.09,1.48,0.06,0.06,63,76,7,Suspicious Tit For Tat|GTFT: 0.33|Tit For Tat|Tit For 2 Tats|Evolved FSM 16|Random: 0.5|Win-Shift Lose-Stay: D
118,3.28,-0.66,5.93,0.98,0.08,0.02,79,126,8,"Evolved FSM 16|Anti Tit For Tat|Evolved HMM 5|Meta Mixer: 7 players|Bully|DoubleCrosser: (D, D)|GTFT: 0.33|Alternator"
119,2.82,-0.54,5.53,1.69,0.07,0.0,74,117,14,"Anti Tit For Tat|Random: 0.5|Meta Mixer: 13 players|Alternator|Evolved HMM 5|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Suspicious Tit For Tat|Evolved FSM 16|Grudger|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|GTFT: 0.33"
120,3.84,-0.52,4.36,1.05,0.06,0.03,55,69,15,"Bully|Grudger|Tit For 2 Tats|Soft Joss: 0.9|Tit For Tat|Meta Mixer: 14 players|Cooperator|Cycler DC|GTFT: 0.33|Anti Tit For Tat|Alternator|Evolved HMM 5|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Random: 0.5"
121,2.87,0.13,5.0,1.57,0.09,0.01,77,11,10,Suspicious Tit For Tat|Meta Mixer: 9 players|Random: 0.5|Win-Shift Lose-Stay: D|Anti Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|GTFT: 0.33|Cycler DC|Evolved HMM 5
122,2.15,-0.52,4.8,0.32,0.08,0.04,79,85,15,"Cycler DC|Bully|Evolved HMM 5|Grudger|Anti Tit For Tat|Random: 0.5|Suspicious Tit For Tat|Cooperator|Soft Joss: 0.9|Defector|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|GTFT: 0.33|Alternator|Tit For Tat"
123,3.99,-0.29,4.55,0.98,0.09,0.04,97,150,15,"Bully|Win-Stay Lose-Shift|Tit For Tat|Meta Winner: 13 players|Evolved HMM 5|Cycler DC|Random: 0.5|Suspicious Tit For Tat|Grudger|GTFT: 0.33|DoubleCrosser: (D, D)|Tit For 2 Tats|Defector|Meta Mixer: 13 players|Alternator"
124,3.89,0.52,4.18,0.89,0.01,0.01,65,115,20,"Evolved FSM 16|Evolved HMM 5|DoubleCrosser: (D, D)|Cooperator|Alternator|Anti Tit For Tat|Defector|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Win-Stay Lose-Shift|GTFT: 0.33|Meta Winner: 18 players|Suspicious Tit For Tat|Random: 0.5|Bully|Meta Mixer: 18 players|Cycler DC|Tit For Tat|Tit For 2 Tats|Grudger"
125,2.33,-0.4,4.29,0.55,0.08,0.04,41,185,18,Meta Winner: 16 players|Suspicious Tit For Tat|Soft Joss: 0.9|Cooperator|Cycler DC|Random: 0.5|Alternator|Meta Mixer: 16 players|Defector|Win-Stay Lose-Shift|Tit For 2 Tats|Grudger|Tit For Tat|Bully|Evolved HMM 5|Evolved FSM 16|Anti Tit For Tat|Win-Shift Lose-Stay: D
126,3.89,-0.37,4.64,0.4,0.1,0.1,47,189,18,"Meta Mixer: 16 players|Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Evolved HMM 5|Suspicious Tit For Tat|Defector|Anti Tit For Tat|Win-Stay Lose-Shift|Cooperator|Bully|Grudger|Cycler DC|Alternator|Random: 0.5|Meta Winner: 16 players"
127,3.6,-0.86,4.42,1.66,0.08,0.08,96,128,7,"Win-Stay Lose-Shift|Tit For Tat|Win-Shift Lose-Stay: D|Cycler DC|DoubleCrosser: (D, D)|Tit For 2 Tats|Suspicious Tit For Tat"
128,3.98,-0.2,4.15,0.96,0.05,0.09,98,108,20,"Anti Tit For Tat|Grudger|Evolved FSM 16|Bully|Cooperator|Tit For 2 Tats|Random: 0.5|GTFT: 0.33|Soft Joss: 0.9|Defector|Evolved HMM 5|Alternator|Suspicious Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Cycler DC|Meta Mixer: 18 players|Meta Winner: 18 players"
129,3.49,0.38,4.44,1.12,0.02,0.04,69,198,19,"Cycler DC|Grudger|Alternator|Random: 0.5|Cooperator|Meta Winner: 17 players|Suspicious Tit For Tat|Anti Tit For Tat|Tit For 2 Tats|Bully|Defector|Soft Joss: 0.9|Win-Stay Lose-Shift|Evolved HMM 5|Meta Mixer: 17 players|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Tit For Tat|GTFT: 0.33"
130,3.44,-0.87,4.2,0.9,0.0,0.07,12,88,6,Defector|Tit For Tat|Evolved HMM 5|Meta Winner: 5 players|Evolved FSM 16|Random: 0.5
131,3.92,-0.19,5.12,0.46,0.02,0.06,65,102,3,Meta Winner: 2 players|Suspicious Tit For Tat|Soft Joss: 0.9
132,2.78,-0.59,5.18,1.41,0.08,0.08,18,148,6,Evolved FSM 16|Defector|Grudger|GTFT: 0.33|Suspicious Tit For Tat|Tit For Tat
133,3.34,0.93,4.23,0.98,0.03,0.04,60,151,6,Grudger|Meta Winner: 5 players|Soft Joss: 0.9|Defector|Win-Stay Lose-Shift|Evolved FSM 16
134,2.37,0.02,4.61,1.39,0.04,0.01,59,109,8,"Random: 0.5|Evolved FSM 16|Defector|Meta Mixer: 6 players|Meta Winner: 6 players|Cycler DC|Bully|DoubleCrosser: (D, D)"
135,2.9,-0.28,4.63,0.11,0.0,0.01,59,144,19,"Random: 0.5|DoubleCrosser: (D, D)|Meta Winner: 17 players|Meta Mixer: 17 players|Soft Joss: 0.9|Tit For Tat|Bully|Anti Tit For Tat|Win-Stay Lose-Shift|Alternator|Cooperator|Cycler DC|GTFT: 0.33|Evolved HMM 5|Tit For 2 Tats|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Evolved FSM 16|Defector"
136,3.55,0.02,5.13,0.99,0.06,0.03,79,94,20,"Anti Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 18 players|Grudger|GTFT: 0.33|Cooperator|Cycler DC|Alternator|Tit For Tat|Tit For 2 Tats|Bully|Win-Stay Lose-Shift|Random: 0.5|Defector|Win-Shift Lose-Stay: D|Evolved HMM 5|Meta Mixer: 18 players"
137,3.22,0.23,5.72,0.86,0.08,0.08,17,146,14,"Evolved FSM 16|Win-Shift Lose-Stay: D|Meta Winner: 12 players|Defector|GTFT: 0.33|Grudger|Cycler DC|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Mixer: 12 players|Anti Tit For Tat|Bully|Suspicious Tit For Tat"
138,3.84,0.73,5.57,1.98,0.01,0.09,41,38,13,"Tit For Tat|Tit For 2 Tats|Random: 0.5|Cycler DC|Win-Shift Lose-Stay: D|GTFT: 0.33|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 11 players|Anti Tit For Tat|Soft Joss: 0.9|Meta Mixer: 11 players|Evolved HMM 5"
139,3.75,-0.02,5.39,0.91,0.06,0.09,21,188,17,"Grudger|Bully|Evolved FSM 16|Tit For 2 Tats|Suspicious Tit For Tat|Random: 0.5|DoubleCrosser: (D, D)|Cooperator|Tit For Tat|Cycler DC|Defector|GTFT: 0.33|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Anti Tit For Tat|Evolved HMM 5"
140,3.79,-0.91,5.58,1.52,0.06,0.08,12,32,8,"Soft Joss: 0.9|Meta Winner: 7 players|Alternator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Grudger|Bully|GTFT: 0.33"
141,3.75,-0.81,4.6,1.75,0.04,0.01,95,167,8,"Anti Tit For Tat|Tit For 2 Tats|Win-Stay Lose-Shift|Tit For Tat|DoubleCrosser: (D, D)|GTFT: 0.33|Meta Winner: 7 players|Grudger"
142,2.89,-0.31,5.04,0.02,0.01,0.09,98,34,18,"Bully|Tit For Tat|Tit For 2 Tats|Meta Winner: 16 players|Cooperator|Anti Tit For Tat|Defector|DoubleCrosser: (D, D)|Cycler DC|Evolved HMM 5|Suspicious Tit For Tat|GTFT: 0.33|Win-Shift Lose-Stay: D|Alternator|Grudger|Evolved FSM 16|Win-Stay Lose-Shift|Meta Mixer: 16 players"
143,2.88,0.26,5.3,1.44,0.02,0.04,97,114,9,Bully|Cooperator|Cycler DC|Meta Mixer: 7 players|Tit For 2 Tats|Defector|Suspicious Tit For Tat|Soft Joss: 0.9|Meta Winner: 7 players
144,3.29,0.2,4.5,0.5,0.07,0.03,98,7,12,Suspicious Tit For Tat|Evolved HMM 5|Meta Mixer: 10 players|Meta Winner: 10 players|Tit For 2 Tats|Cycler DC|GTFT: 0.33|Alternator|Cooperator|Tit For Tat|Evolved FSM 16|Anti Tit For Tat
145,2.72,-0.23,4.02,0.63,0.08,0.04,79,175,8,Random: 0.5|Bully|Alternator|Meta Mixer: 6 players|Evolved FSM 16|Cycler DC|Cooperator|Meta Winner: 6 players
146,3.9,-0.43,5.85,0.8,0.07,0.08,64,180,15,"Bully|Evolved FSM 16|Meta Mixer: 13 players|Cycler DC|Win-Shift Lose-Stay: D|Anti Tit For Tat|Evolved HMM 5|Soft Joss: 0.9|Random: 0.5|Cooperator|Meta Winner: 13 players|Grudger|Defector|GTFT: 0.33|DoubleCrosser: (D, D)"
147,3.67,-0.87,5.27,1.36,0.07,0.07,40,15,10,"Bully|DoubleCrosser: (D, D)|Cooperator|Soft Joss: 0.9|Anti Tit For Tat|Cycler DC|GTFT: 0.33|Grudger|Meta Mixer: 8 players|Meta Winner: 8 players"
148,3.42,-0.67,4.24,1.4,0.1,0.05,43,43,14,Cycler DC|Win-Shift Lose-Stay: D|Cooperator|Alternator|GTFT: 0.33|Tit For 2 Tats|Suspicious Tit For Tat|Meta Winner: 12 players|Meta Mixer: 12 players|Anti Tit For Tat|Soft Joss: 0.9|Random: 0.5|Tit For Tat|Evolved FSM 16
149,3.55,0.35,4.31,1.79,0.01,0.07,10,12,3,Tit For Tat|Anti Tit For Tat|Random: 0.5
150,3.61,0.31,4.07,1.43,0.02,0.02,50,70,5,Meta Mixer: 4 players|Grudger|Cooperator|Evolved HMM 5|Anti Tit For Tat
151,3.61,0.91,4.36,1.96,0.01,0.05,46,199,12,"GTFT: 0.33|Bully|Evolved FSM 16|Soft Joss: 0.9|Alternator|Defector|Cooperator|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|Grudger|DoubleCrosser: (D, D)"
152,3.18,0.55,4.93,0.99,0.02,0.09,41,39,3,"DoubleCrosser: (D, D)|Alternator|Tit For Tat"
153,3.27,-0.98,5.08,1.39,0.03,0.08,58,189,12,"Cooperator|Suspicious Tit For Tat|Evolved HMM 5|Tit For Tat|DoubleCrosser: (D, D)|Evolved FSM 16|Alternator|Bully|Grudger|Cycler DC|Anti Tit For Tat|Random: 0.5"
154,3.79,0.4,5.84,1.04,0.04,0.1,20,149,6,Evolved HMM 5|Cycler DC|Tit For 2 Tats|Bully|Anti Tit For Tat|Suspicious Tit For Tat
155,2.79,-0.35,5.85,1.66,0.05,0.02,35,35,6,Cycler DC|Cooperator|Defector|Soft Joss: 0.9|Evolved HMM 5|Evolved FSM 16
156,3.07,-0.58,4.81,1.93,0.03,0.03,25,24,8,Win-Stay Lose-Shift|Anti Tit For Tat|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Meta Mixer: 7 players|Grudger|Cooperator
157,2.79,-0.4,5.94,0.1,0.08,0.02,61,116,20,"Evolved FSM 16|Tit For Tat|Cooperator|Soft Joss: 0.9|Meta Winner: 18 players|Tit For 2 Tats|Evolved HMM 5|Bully|Anti Tit For Tat|Alternator|GTFT: 0.33|Random: 0.5|DoubleCrosser: (D, D)|Grudger|Win-Shift Lose-Stay: D|Meta Mixer: 18 players|Win-Stay Lose-Shift|Cycler DC|Suspicious Tit For Tat|Defector"
158,2.13,-0.11,4.04,1.8,0.01,0.09,52,32,4,"Soft Joss: 0.9|Anti Tit For Tat|Defector|DoubleCrosser: (D, D)"
159,2.43,-0.44,4.35,0.37,0.09,0.0,89,158,10,"Win-Stay Lose-Shift|Random: 0.5|DoubleCrosser: (D, D)|Meta Mixer: 9 players|Anti Tit For Tat|Evolved HMM 5|Cycler DC|Suspicious Tit For Tat|Bully|Tit For 2 Tats"
160,3.77,0.26,4.4,1.05,0.08,0.08,58,183,14,Random: 0.5|Evolved FSM 16|Meta Winner: 13 players|Grudger|GTFT: 0.33|Suspicious Tit For Tat|Cycler DC|Bully|Alternator|Defector|Win-Stay Lose-Shift|Cooperator|Evolved HMM 5|Soft Joss: 0.9
161,4.0,-0.8,5.53,1.95,0.07,0.03,17,196,10,Meta Mixer: 8 players|Tit For 2 Tats|Grudger|Defector|Evolved HMM 5|Cooperator|Win-Stay Lose-Shift|Random: 0.5|Evolved FSM 16|Meta Winner: 8 players
162,2.98,-0.02,5.76,0.62,0.01,0.02,38,6,19,"Random: 0.5|Alternator|GTFT: 0.33|Suspicious Tit For Tat|Cycler DC|Defector|Grudger|Bully|Soft Joss: 0.9|Meta Mixer: 17 players|Evolved FSM 16|Tit For 2 Tats|Win-Shift Lose-Stay: D|Evolved HMM 5|Win-Stay Lose-Shift|Meta Winner: 17 players|Tit For Tat|DoubleCrosser: (D, D)|Anti Tit For Tat"
163,3.32,-0.33,5.41,1.17,0.03,0.1,65,164,18,"GTFT: 0.33|Defector|Evolved FSM 16|Grudger|Tit For Tat|Meta Winner: 16 players|Win-Stay Lose-Shift|Bully|Suspicious Tit For Tat|Cycler DC|Soft Joss: 0.9|Tit For 2 Tats|Win-Shift Lose-Stay: D|Meta Mixer: 16 players|Alternator|DoubleCrosser: (D, D)|Cooperator|Random: 0.5"
164,3.2,0.94,4.06,1.84,0.02,0.06,73,37,13,Bully|Tit For Tat|Grudger|GTFT: 0.33|Defector|Evolved HMM 5|Anti Tit For Tat|Evolved FSM 16|Soft Joss: 0.9|Tit For 2 Tats|Random: 0.5|Meta Mixer: 12 players|Alternator
165,2.5,-0.49,4.53,0.14,0.01,0.0,59,113,16,"Defector|DoubleCrosser: (D, D)|Random: 0.5|Tit For 2 Tats|Grudger|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Anti Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|Cooperator|Bully|Evolved FSM 16|Alternator|Meta Mixer: 15 players|Soft Joss: 0.9"
166,2.52,-0.32,4.04,0.21,0.09,0.02,19,141,5,"GTFT: 0.33|Random: 0.5|Alternator|DoubleCrosser: (D, D)|Defector"
167,2.87,-0.34,5.21,0.11,0.1,0.04,80,185,20,"Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Meta Mixer: 18 players|Tit For Tat|Cooperator|Alternator|Suspicious Tit For Tat|Evolved FSM 16|Meta Winner: 18 players|Evolved HMM 5|Bully|Soft Joss: 0.9|Defector|Grudger|Random: 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats|GTFT: 0.33|Anti Tit For Tat|Cycler DC"
168,2.76,-0.91,4.74,0.37,0.04,0.03,44,145,4,Cycler DC|Cooperator|Bully|Grudger
169,2.83,-0.54,5.62,1.51,0.01,0.04,76,108,20,"Random: 0.5|Meta Mixer: 18 players|Tit For Tat|Meta Winner: 18 players|Win-Stay Lose-Shift|Anti Tit For Tat|Suspicious Tit For Tat|Grudger|Alternator|Win-Shift Lose-Stay: D|Evolved HMM 5|GTFT: 0.33|Bully|Tit For 2 Tats|Cooperator|Soft Joss: 0.9|Cycler DC|DoubleCrosser: (D, D)|Evolved FSM 16|Defector"
170,2.16,-0.6,4.09,1.37,0.08,0.01,86,67,13,"Bully|Meta Winner: 12 players|Tit For 2 Tats|Evolved FSM 16|GTFT: 0.33|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|Tit For Tat|Alternator|Win-Stay Lose-Shift|Evolved HMM 5|Suspicious Tit For Tat"
171,2.3,0.17,4.23,1.13,0.1,0.01,23,145,6,"Win-Stay Lose-Shift|Evolved FSM 16|Grudger|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Suspicious Tit For Tat"
172,3.14,-0.66,5.31,0.95,0.04,0.06,97,178,15,Anti Tit For Tat|Tit For 2 Tats|GTFT: 0.33|Tit For Tat|Meta Winner: 13 players|Grudger|Evolved HMM 5|Cycler DC|Defector|Alternator|Soft Joss: 0.9|Meta Mixer: 13 players|Win-Shift Lose-Stay: D|Bully|Cooperator
173,3.37,-0.54,5.72,1.94,0.03,0.07,51,69,16,"Meta Winner: 15 players|Bully|Suspicious Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|Evolved HMM 5|DoubleCrosser: (D, D)|Random: 0.5|Grudger|Tit For Tat|Win-Shift Lose-Stay: D|Defector|Alternator|Cycler DC|Anti Tit For Tat|GTFT: 0.33"
174,2.57,-0.67,5.38,0.77,0.06,0.1,38,166,10,"Suspicious Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Evolved HMM 5|Alternator|Evolved FSM 16|Tit For 2 Tats|Soft Joss: 0.9|GTFT: 0.33|Random: 0.5"
175,3.22,0.43,4.45,1.89,0.07,0.03,58,90,17,Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Soft Joss: 0.9|Win-Stay Lose-Shift|Tit For 2 Tats|Evolved HMM 5|Anti Tit For Tat|Alternator|Meta Winner: 16 players|GTFT: 0.33|Defector|Grudger|Cycler DC|Bully|Evolved FSM 16|Random: 0.5|Cooperator
176,3.98,0.72,4.13,1.28,0.03,0.07,93,77,9,Cycler DC|Evolved HMM 5|Tit For Tat|Anti Tit For Tat|Tit For 2 Tats|GTFT: 0.33|Defector|Soft Joss: 0.9|Bully
177,3.31,-0.48,5.44,1.99,0.04,0.04,14,150,9,GTFT: 0.33|Tit For Tat|Evolved FSM 16|Random: 0.5|Grudger|Win-Shift Lose-Stay: D|Cycler DC|Bully|Meta Winner: 8 players
178,3.62,-0.63,4.52,1.53,0.07,0.03,21,57,14,"Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|GTFT: 0.33|Grudger|Cycler DC|Meta Mixer: 12 players|Soft Joss: 0.9|Meta Winner: 12 players|Anti Tit For Tat|Random: 0.5|Alternator|Evolved HMM 5|Cooperator"
179,3.0,-0.24,5.78,1.73,0.03,0.01,29,36,9,"GTFT: 0.33|DoubleCrosser: (D, D)|Soft Joss: 0.9|Cycler DC|Meta Winner: 7 players|Meta Mixer: 7 players|Grudger|Bully|Anti Tit For Tat"
180,3.26,0.27,4.98,0.35,0.0,0.03,31,148,8,"Random: 0.5|Bully|Cycler DC|DoubleCrosser: (D, D)|Evolved HMM 5|Suspicious Tit For Tat|Soft Joss: 0.9|Tit For Tat"
181,2.64,-0.62,4.03,1.67,0.07,0.06,41,58,14,Win-Stay Lose-Shift|Cycler DC|Cooperator|Tit For 2 Tats|Meta Winner: 12 players|Bully|Anti Tit For Tat|Alternator|Meta Mixer: 12 players|Grudger|Tit For Tat|Win-Shift Lose-Stay: D|Defector|Evolved FSM 16
182,2.46,-0.74,4.81,1.45,0.07,0.06,31,32,14,"Anti Tit For Tat|Tit For 2 Tats|Win-Shift Lose-Stay: D|Meta Winner: 13 players|Evolved HMM 5|GTFT: 0.33|Random: 0.5|Soft Joss: 0.9|Alternator|Grudger|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Tit For Tat|Cooperator"
183,2.51,-0.59,4.25,1.4,0.07,0.0,63,170,6,"Evolved HMM 5|Win-Shift Lose-Stay: D|Cycler DC|DoubleCrosser: (D, D)|Cooperator|Meta Mixer: 5 players"
184,2.4,0.05,4.4,0.53,0.02,0.07,47,42,4,Evolved FSM 16|Random: 0.5|Suspicious Tit For Tat|Meta Mixer: 3 players
185,3.34,-0.82,5.67,0.3,0.05,0.07,22,66,10,"Soft Joss: 0.9|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Meta Winner: 9 players|Anti Tit For Tat|Random: 0.5|DoubleCrosser: (D, D)|Bully|Alternator|Cycler DC"
186,3.35,-0.77,4.72,0.85,0.09,0.09,11,36,8,"GTFT: 0.33|Grudger|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Bully|Defector|DoubleCrosser: (D, D)|Evolved FSM 16"
187,2.8,-0.46,4.37,1.92,0.04,0.09,63,167,8,Cooperator|Cycler DC|Anti Tit For Tat|Defector|Meta Winner: 7 players|Suspicious Tit For Tat|Win-Stay Lose-Shift|Tit For Tat
188,3.36,-0.24,5.6,0.36,0.04,0.0,97,187,7,"Random: 0.5|Meta Winner: 6 players|Cooperator|DoubleCrosser: (D, D)|Soft Joss: 0.9|Alternator|Anti Tit For Tat"
189,2.63,0.36,4.52,1.41,0.08,0.06,82,58,13,"Evolved HMM 5|Meta Winner: 12 players|Cooperator|DoubleCrosser: (D, D)|Tit For Tat|Random: 0.5|Defector|GTFT: 0.33|Tit For 2 Tats|Grudger|Suspicious Tit For Tat|Bully|Alternator"
190,3.87,-0.06,4.02,1.01,0.05,0.02,72,83,10,GTFT: 0.33|Win-Shift Lose-Stay: D|Anti Tit For Tat|Evolved HMM 5|Tit For Tat|Meta Mixer: 8 players|Meta Winner: 8 players|Suspicious Tit For Tat|Tit For 2 Tats|Cooperator
191,2.89,-0.82,4.16,1.15,0.05,0.03,73,191,3,"Cooperator|Tit For 2 Tats|DoubleCrosser: (D, D)"
192,3.1,0.58,4.07,1.65,0.1,0.06,75,144,9,"Soft Joss: 0.9|GTFT: 0.33|Grudger|Anti Tit For Tat|Tit For Tat|DoubleCrosser: (D, D)|Random: 0.5|Defector|Win-Shift Lose-Stay: D"
193,3.2,-0.27,5.53,1.43,0.05,0.01,94,57,3,GTFT: 0.33|Grudger|Win-Stay Lose-Shift
194,3.64,-0.18,4.98,1.49,0.03,0.02,25,101,9,"Soft Joss: 0.9|Suspicious Tit For Tat|GTFT: 0.33|Cooperator|DoubleCrosser: (D, D)|Alternator|Evolved FSM 16|Random: 0.5|Win-Stay Lose-Shift"
195,3.78,0.18,4.25,0.91,0.05,0.1,10,136,4,"Evolved FSM 16|DoubleCrosser: (D, D)|Random: 0.5|Evolved HMM 5"
196,3.82,-0.65,5.56,1.38,0.08,0.01,94,154,13,"Evolved HMM 5|Tit For 2 Tats|DoubleCrosser: (D, D)|Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Defector|Cycler DC|Meta Winner: 11 players|Bully|GTFT: 0.33|Soft Joss: 0.9|Meta Mixer: 11 players"
197,3.1,0.47,5.69,0.63,0.06,0.02,36,160,12,Grudger|Cycler DC|Defector|Evolved HMM 5|GTFT: 0.33|Meta Winner: 11 players|Anti Tit For Tat|Tit For 2 Tats|Evolved FSM 16|Win-Shift Lose-Stay: D|Tit For Tat|Suspicious Tit For Tat
198,3.79,0.75,5.35,1.07,0.04,0.0,23,7,15,"Cycler DC|Anti Tit For Tat|Meta Mixer: 13 players|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats|Soft Joss: 0.9|Bully|Meta Winner: 13 players|GTFT: 0.33|Grudger|DoubleCrosser: (D, D)|Alternator|Defector|Random: 0.5"
199,3.08,-0.09,4.41,0.72,0.06,0.07,81,58,20,"Tit For 2 Tats|Tit For Tat|Evolved HMM 5|Win-Stay Lose-Shift|Anti Tit For Tat|Soft Joss: 0.9|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 18 players|GTFT: 0.33|Defector|Win-Shift Lose-Stay: D|Alternator|Meta Mixer: 18 players|Evolved FSM 16|Bully|Random: 0.5|Cycler DC|Cooperator|Grudger"
200,3.41,0.51,5.82,1.3,0.05,0.06,34,76,17,"Defector|Bully|Meta Winner: 15 players|Evolved FSM 16|Cooperator|Suspicious Tit For Tat|Alternator|Soft Joss: 0.9|Cycler DC|Win-Shift Lose-Stay: D|Grudger|Meta Mixer: 15 players|GTFT: 0.33|Win-Stay Lose-Shift|Tit For Tat|DoubleCrosser: (D, D)|Evolved HMM 5"
201,3.55,0.69,5.19,1.25,0.03,0.08,80,92,5,GTFT: 0.33|Evolved HMM 5|Tit For Tat|Defector|Bully
